epoch,sod,sat,const,selected_code_L1,selected_code_L2,selected_phase_L1,selected_phase_L2,raw_code_L1,raw_code_L2,raw_phase_L1_cycles,raw_phase_L2_cycles,freq1_hz,freq2_hz,lambda1_m,lambda2_m,lam1_ok,lam2_ok,code_ok,phase_ok,freq_ok,PASS
8,240.0,G01,G,C1W,C2W,L1C,L2W,23150714.9220,23150715.1390,121657833.8380,94798301.5050,1575420000,1227600000,0.190293673,0.244210213,1,1,1,1,1,1
8,240.0,G03,G,C1W,C2W,L1C,L2W,20536776.6620,20536777.3070,107921503.0450,84094679.1120,1575420000,1227600000,0.190293673,0.244210213,1,1,1,1,1,1
8,240.0,G04,G,C1W,C2W,L1C,L2W,23072299.6490,23072298.5060,121245777.7200,94477229.4410,1575420000,1227600000,0.190293673,0.244210213,1,1,1,1,1,1
8,240.0,G08,G,C1W,C2W,L1C,L2W,23855028.4700,23855029.7310,125359026.3560,97682367.8530,1575420000,1227600000,0.190293673,0.244210213,1,1,1,1,1,1
8,240.0,G16,G,C1W,C2W,L1C,L2W,20076705.0780,20076704.2820,105503838.5560,82210789.2230,1575420000,1227600000,0.190293673,0.244210213,1,1,1,1,1,1
8,240.0,G26,G,C1W,C2W,L1C,L2W,21917894.7050,21917897.3700,115179363.2000,89750173.4150,1575420000,1227600000,0.190293673,0.244210213,1,1,1,1,1,1
8,240.0,G27,G,C1W,C2W,L1C,L2W,23405153.3610,23405155.5800,122994937.9300,95840200.7020,1575420000,1227600000,0.190293673,0.244210213,1,1,1,1,1,1
8,240.0,G31,G,C1W,C2W,L1C,L2W,23211852.0490,23211850.2920,121979183.4480,95048712.8130,1575420000,1227600000,0.190293673,0.244210213,1,1,1,1,1,1
9,270.0,E04,E,C1C,C5Q,L1C,L5Q,26410017.0680,26410013.4930,138785716.6840,103638706.4960,1575420000,1176450000,0.190293673,0.254828049,1,1,1,1,1,1
9,270.0,E05,E,C1C,C5Q,L1C,L5Q,26803082.1350,26803080.5150,140851162.9870,105181046.6680,1575420000,1176450000,0.190293673,0.254828049,1,1,1,1,1,1
9,270.0,E09,E,C1C,C5Q,L1C,L5Q,25022763.9430,25022761.2060,131495615.9770,98194815.3130,1575420000,1176450000,0.190293673,0.254828049,1,1,1,1,1,1
9,270.0,E16,E,C1C,C5Q,L1C,L5Q,23740045.5900,23740042.0110,124754817.0910,93161051.7550,1575420000,1176450000,0.190293673,0.254828049,1,1,1,1,1,1
9,270.0,G01,G,C1W,C2W,L1C,L2W,23159593.6760,23159593.1460,121704491.3970,94834658.0390,1575420000,1227600000,0.190293673,0.244210213,1,1,1,1,1,1
9,270.0,G03,G,C1W,C2W,L1C,L2W,20530163.1700,20530164.0830,107886749.3420,84067598.3030,1575420000,1227600000,0.190293673,0.244210213,1,1,1,1,1,1
9,270.0,G04,G,C1W,C2W,L1C,L2W,23060727.8400,23060726.6560,121184970.6680,94429847.3270,1575420000,1227600000,0.190293673,0.244210213,1,1,1,1,1,1
9,270.0,G08,G,C1W,C2W,L1C,L2W,23841779.2610,23841781.8770,125289406.9530,97628119.0160,1575420000,1227600000,0.190293673,0.244210213,1,1,1,1,1,1
9,270.0,G16,G,C1W,C2W,L1C,L2W,20077763.1390,20077762.1840,105509398.7530,82215121.8520,1575420000,1227600000,0.190293673,0.244210213,1,1,1,1,1,1
9,270.0,G26,G,C1W,C2W,L1C,L2W,21933519.5910,21933522.3030,115261472.0290,89814154.3310,1575420000,1227600000,0.190293673,0.244210213,1,1,1,1,1,1
9,270.0,G27,G,C1W,C2W,L1C,L2W,23393632.3760,23393634.6800,122934392.6540,95793022.6160,1575420000,1227600000,0.190293673,0.244210213,1,1,1,1,1,1
9,270.0,G31,G,C1W,C2W,L1C,L2W,23225260.4200,23225258.7820,122049643.6300,95103616.8420,1575420000,1227600000,0.190293673,0.244210213,1,1,1,1,1,1
