epoch,sat,elev_deg,raw_L1_minus_P1,corrected_L1_minus_P1,range_100,code_bias,phase_bias
1200,E02,-1.0,-12.607773095369339,-12.908165138214827,1.2666185051202774,-0.39506650115240005,-0.09467445823640001
1200,E14,-1.0,-7.609862208366394,-8.348119124770164,4.182652272284031,-0.5388769432550001,0.19937997211748
1200,E30,-1.0,16.548828847706318,17.40460440516472,8.163853950798512,0.5388769432550001,-0.3168986156534801
1200,E34,-1.0,15.55578687414527,16.68039232492447,3.145429465919733,1.0977200642128,-0.026885387633440002
1200,G05,-1.0,10.086831759661436,8.378350514918566,12.57463924959302,-1.5022300277922003,0.20625121525484
1200,G06,-1.0,2.9838631562888622,6.251798812299967,8.65553181245923,2.9756799796164004,-0.29225567560588
1200,G11,-1.0,22.815395161509514,21.34025138244033,1.2193986736238003,-1.5717219195566001,-0.09657814034470001
1200,G12,-1.0,11.202243775129318,9.144165553152561,11.33655833080411,-2.019252100859,0.03882612123558
1200,G14,-1.0,-23.62373309955001,-24.80225322768092,6.4383037984371185,-1.3599485272254,-0.18142839973244002
1200,G17,-1.0,1.1137166395783424,-0.3669523149728775,28.507033802568913,-1.6003820785414002,-0.11971312432856
1200,G19,-1.0,-8.32144458964467,-10.1879764162004,7.210609141737223,-2.0151449441844003,-0.14861311727976
1200,G21,-1.0,13.173471540212631,11.108360186219215,9.001377675682306,-1.9424152938736,0.12269605928566
1200,G22,-1.0,-6.848330494016409,-8.1916225515306,2.5172081142663956,-1.0505327313236001,0.29275932693532003
1200,G24,-1.0,17.210175126791,19.794518023729324,4.868047770112753,2.3210531683276003,-0.26328972831392
1500,E02,-1.0,-24.014529891312122,-24.31492193415761,7.085321329534054,-0.39506650115240005,-0.09467445823640001
1500,E13,-1.0,11.713429260998964,13.053231738507748,4.793685983866453,1.4821439331062003,0.1423414590584
1500,E30,-1.0,26.328735377639532,27.184510935097933,1.3273554258048534,0.5388769432550001,-0.3168986156534801
1500,E34,-1.0,-3.7294788770377636,-2.604873426258564,5.979968622326851,1.0977200642128,-0.026885387633440002
1500,G05,-1.0,26.093547705560923,24.385066460818052,1.8828139454126358,-1.5022300277922003,0.20625121525484
1500,G11,-1.0,6.7240101136267185,5.248866334557533,6.354853518307209,-1.5717219195566001,-0.09657814034470001
1500,G12,-1.0,32.77520838007331,30.717130158096552,1.9799103662371635,-2.019252100859,0.03882612123558
1500,G13,-1.0,5.543419107794762,3.8163956999778748,16.328631676733494,-1.5315797094303998,0.19544369714394003
1500,G15,-1.0,15.242382653057575,13.31500494852662,13.77048409730196,-1.6465800963192,0.28079760786112
1500,G21,-1.0,13.543050903826952,11.477939549833536,3.021854732185602,-1.9424152938736,0.12269605928566
1500,G25,-1.0,28.473169960081577,32.45497441664338,12.966633327305317,3.7313368492512002,-0.25046760488526004
1500,G29,-1.0,10.058354802429676,9.044672559946775,7.92752106487751,-1.3092536225776001,-0.29557138019136003
1800,E03,-1.0,14.502444047480822,15.394713342189789,3.310139749199152,0.8801007189506002,-0.012168575870220001
1800,E07,-1.0,9.536222249269485,10.881432976573706,7.650754973292351,1.5489676719944003,0.20375694200428004
1800,E13,-1.0,27.55765374004841,28.897456217557192,3.0475254356861115,1.4821439331062003,0.1423414590584
1800,G10,-1.0,0.405867088586092,3.0096994936466217,6.098302744328976,2.6666239346642002,0.0627915303281
1800,G12,-1.0,-1.5097969099879265,-3.5678751319646835,40.32320987805724,-2.019252100859,0.03882612123558
1800,G13,-1.0,21.36016697436571,19.633143566548824,3.996243741363287,-1.5315797094303998,0.19544369714394003
1800,G15,-1.0,36.605750896036625,34.67837319150567,1.4738248996436596,-1.6465800963192,0.28079760786112
1800,G18,-1.0,25.55344247445464,24.239518083631992,5.531268909573555,-1.5583811551756002,-0.24445676610236003
1800,G23,-1.0,27.50137022137642,25.69605901092291,2.1956424228847027,-1.5560427740032001,0.24926843505326005
1800,G25,-1.0,38.690612610429525,42.67241706699133,1.5351478941738605,3.7313368492512002,-0.25046760488526004
1800,G29,-1.0,39.85660445690155,38.84292221441865,2.7490706481039524,-1.3092536225776001,-0.29557138019136003
2100,E07,-1.0,15.936403024941683,17.281613752245903,3.6798709742724895,1.5489676719944003,0.20375694200428004
2100,E13,-1.0,36.35391001403332,37.6937124915421,5.1290402710437775,1.4821439331062003,0.1423414590584
2100,E18,-1.0,1.5128049403429031,1.047970738261938,5.446456007659435,-0.5620808795042,-0.09724667752604
2100,E26,-1.0,4.365843813866377,2.7188769839704037,4.630130499601364,-1.364505372587,0.28246145600302003
2100,E29,-1.0,5.266534119844437,4.6817199774086475,4.636183220893145,-0.7140456764644001,-0.12923153487006
2100,G10,-1.0,8.738998092710972,11.342830497771502,11.409713421016932,2.6666239346642002,0.0627915303281
2100,G18,-1.0,36.28018370643258,34.96625931560993,5.069351963698864,-1.5583811551756002,-0.24445676610236003
2100,G23,-1.0,32.47698576375842,30.67167455330491,5.166054181754589,-1.5560427740032001,0.24926843505326005
2100,G24,-1.0,0.9050473645329475,3.4893902614712715,4.2976004332304,2.3210531683276003,-0.26328972831392
2100,G27,-1.0,-1.5037945918738842,0.8866845145821571,17.382025625556707,2.6036675184842,0.21318841273296002
2100,G29,-1.0,34.784931778907776,33.771249536424875,3.810498036444187,-1.3092536225776001,-0.29557138019136003
2100,G32,-1.0,12.556373052299023,14.631011810153723,4.562610700726509,2.2379806782158,0.16334192074129997
2400,E07,-1.0,19.722795575857162,21.068006303161383,1.0893524996936321,1.5489676719944003,0.20375694200428004
2400,E13,-1.0,39.853504072874784,41.19330655038357,0.7724131047725677,1.4821439331062003,0.1423414590584
2400,E18,-1.0,11.77557497099042,11.310740768909454,1.4543964080512524,-0.5620808795042,-0.09724667752604
2400,E26,-1.0,12.767714597284794,11.12074776738882,1.0330373458564281,-1.364505372587,0.28246145600302003
2400,E29,-1.0,14.447957932949066,13.863143790513277,1.5353428535163403,-0.7140456764644001,-0.12923153487006
2400,E33,-1.0,3.69940397515893,2.654375433921814,0.881903063505888,-1.0408194556844002,0.0042090861103200004
2400,G02,-1.0,0.05919872969388962,-2.4687142334878445,23.248055458068848,-2.7519748474568004,-0.22406188518462
2400,G08,-1.0,0.5502884723246098,4.502752240747213,45.85153156518936,3.6075825225888,-0.3448812436832
2400,G10,-1.0,17.390844207257032,19.994676612317562,1.226247038692236,2.6666239346642002,0.0627915303281
2400,G18,-1.0,33.90551209449768,32.59158770367503,4.353152252733707,-1.5583811551756002,-0.24445676610236003
2400,G23,-1.0,34.070418417453766,32.265107207000256,1.640414748340845,-1.5560427740032001,0.24926843505326005
2400,G26,-1.0,6.440046802163124,9.999587580561638,8.558066602796316,3.9169683392448005,0.3574275580505
2400,G27,-1.0,6.302345771342516,8.692824877798557,2.1843894571065903,2.6036675184842,0.21318841273296002
2400,G28,-1.0,17.779677599668503,15.962233789265156,3.0898302383720875,-1.9017634365688003,-0.08431962673708
2400,G31,-1.0,12.637629020959139,10.216358233243227,8.164057493209839,-2.409581881175,0.01168890793742
2400,G32,-1.0,19.297524705529213,21.372163463383913,1.2371567860245705,2.2379806782158,0.16334192074129997
2700,E26,-1.0,14.952590271830559,13.305623441934586,0.6979390345513821,-1.364505372587,0.28246145600302003
2700,E29,-1.0,19.41078617796302,18.82597203552723,1.6432621628046036,-0.7140456764644001,-0.12923153487006
2700,E33,-1.0,7.637311179190874,6.592282637953758,1.2304264269769192,-1.0408194556844002,0.0042090861103200004
2700,G01,-1.0,6.9650449976325035,5.028262801468372,2.1601271256804466,-1.8757414512144,0.06104074237338001
2700,G02,-1.0,3.292191259562969,0.7642782963812351,1.5000546760857105,-2.7519748474568004,-0.22406188518462
2700,G03,-1.0,2.62212872505188,5.027888253331184,23.70938140526414,2.2467046387436,-0.1590548885919
2700,G04,-1.0,0.8579947538673878,0.2279779054224491,33.52418530359864,-0.2790168406606,0.35100000775098
2700,G10,-1.0,20.093910198658705,22.697742603719234,1.4223247542977333,2.6666239346642002,0.0627915303281
2700,G16,-1.0,3.4297637306153774,2.9823384769260883,4.41880302131176,-0.7364701523228,-0.2890448983807
